recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
21.972000	0.196000	12.671000	0.492000	37.125999	26.935303	280.705658
25.039000	0.141000	8.526000	0.416000	36.120998	27.684727	241.858154
24.094999	4.252000	3.958000	0.384000	30.398001	32.896900	252.922867
39.358002	0.191000	8.480000	0.437000	50.459999	19.817678	156.511658
27.653000	0.232000	11.748000	0.547000	42.139999	23.730423	220.721878
28.021000	0.176000	11.565000	0.515000	42.187000	23.703985	217.893478
26.007000	0.220000	11.384000	0.513000	40.189999	24.881813	235.221008
27.542999	0.227000	11.808000	0.445000	41.903999	23.864071	224.326340
27.034000	0.124000	7.736000	0.448000	36.492001	27.403267	231.669785
31.277000	0.187000	11.639000	0.526000	45.645000	21.908205	199.046326
25.844999	0.187000	12.050000	0.548000	40.601002	24.629934	236.218979
25.244995	0.165000	11.283000	0.536000	39.245972	25.480322	241.403320
27.094999	0.182000	11.873000	0.401000	41.401001	24.154005	227.621429
26.945000	0.164000	10.770000	0.411000	40.535999	24.669430	222.501648
29.004999	0.191000	11.575000	0.463000	42.362999	23.605505	216.126968
27.136999	0.261000	11.970000	0.544000	41.921001	23.854391	228.000870
27.851999	0.171000	10.707000	0.446000	41.067001	24.350451	219.612411
28.926001	0.219000	11.496000	0.514000	43.037998	23.235281	212.119232
27.695000	0.213000	11.728000	0.451000	42.238998	23.674805	219.696762
27.905001	0.175000	10.703000	0.436000	41.191002	24.277147	221.545746
27.621000	0.191000	12.111000	0.452000	41.562000	24.060440	229.021744
25.643999	0.212000	12.461000	0.551000	41.141998	24.306063	236.112595
24.434000	0.182000	12.663000	0.514000	40.326000	24.797897	247.325119
26.056000	0.183000	12.328000	0.436000	41.022999	24.376570	233.051422
26.881001	0.228000	10.884000	0.495000	39.493999	25.320303	233.553207
27.371000	0.199000	11.982000	0.440000	42.227001	23.681530	220.335373
21.042000	0.191000	11.210000	0.526000	34.764000	28.765390	292.394653
29.893999	0.175000	12.594000	0.551000	45.032001	22.206430	205.033600
25.056999	0.151000	6.806000	0.377000	34.006001	29.406574	243.185654
34.317001	8.923000	8.504000	0.515000	45.058998	22.193125	179.904938
39.726002	0.128000	6.991000	0.485000	48.685001	20.540207	157.577927
31.309000	0.207000	10.724000	0.460000	44.202000	22.623411	198.349777
28.497999	0.186000	10.613000	0.440000	41.497002	24.098127	215.232330
27.469999	0.180000	11.896000	0.638000	42.528999	23.513369	219.581741
25.489000	0.169000	12.592000	0.450000	40.894001	24.453465	238.529587
24.562012	0.176000	11.246000	0.563000	38.732971	25.817797	244.975266
27.146999	0.195000	12.256000	0.507000	41.862000	23.888014	225.589157
25.551001	0.164000	10.920000	0.512000	38.862999	25.731417	238.357880
26.778000	0.215000	12.150000	0.448000	42.116001	23.743944	223.879303
26.714001	0.183000	11.921000	0.489000	41.257000	24.238312	230.692886
26.000000	0.216000	12.648000	0.506000	40.609001	24.625082	245.309647
25.919001	0.297000	12.342000	0.599000	41.365002	24.175026	234.545792
25.399000	0.712000	9.585000	0.466000	38.868000	25.728106	231.295029
30.693001	0.204000	11.041000	0.550000	44.556000	22.443666	198.926758
26.874001	0.200000	12.101000	0.638000	41.764999	23.943493	228.456238
27.316000	0.181000	10.801000	0.429000	40.668999	24.588755	233.587891
28.566000	0.191000	11.520000	0.546000	42.848999	23.337769	214.257462
25.882000	0.198000	12.347000	0.549000	41.060001	24.354603	239.619751
26.509001	0.184000	11.260000	0.574000	39.984001	25.010004	236.993103
25.757999	0.203000	12.369000	0.483000	40.742001	24.544695	239.492050
17.981001	0.179000	10.871000	0.466000	31.662001	31.583601	328.965027
26.087000	0.193000	10.919000	0.454000	39.221001	25.496544	234.983795
25.811001	0.203000	12.395000	0.459000	41.032001	24.371222	233.284729
24.625999	0.621000	11.766000	0.465000	38.702000	25.838459	247.997803
25.247000	0.199000	12.666000	0.540000	40.618999	24.619020	244.489807
24.059999	0.157000	12.480000	0.460000	38.780998	25.785824	252.506668
25.871000	0.134000	7.646000	0.435000	35.787998	27.942327	263.251862
29.617001	0.225000	10.863000	0.683000	42.299999	23.640663	212.112076
25.238001	0.236000	12.535000	0.472000	40.691002	24.575459	240.719940
24.951000	0.171000	11.886000	0.484000	39.362976	25.404583	243.968140
24.566999	0.214000	13.329000	0.479000	40.602001	24.629328	246.356659
24.035000	0.450000	11.905000	0.472000	38.264000	26.134226	258.132233
24.759001	0.333000	16.934999	0.607000	44.831001	22.305992	249.978394
19.861000	0.169000	11.959000	0.471000	34.261002	29.187704	306.004669
25.167999	0.196000	18.622000	1.454000	46.660999	21.431173	252.213120
17.152000	0.150000	9.609000	0.463000	29.072001	34.397358	354.687988
29.923000	0.193000	10.980000	0.416000	42.799999	23.364487	209.101837
27.065001	0.435000	11.789000	0.517000	42.037998	23.788002	223.006393
26.171000	0.213000	11.352000	0.568000	40.250000	24.844721	237.064560
24.527000	0.190000	12.653000	0.533000	40.113998	24.928953	248.232651
23.906000	0.160000	10.947000	0.808000	38.282001	26.121937	257.540466
25.049999	0.196000	12.666000	1.280000	41.195999	24.274202	244.176682
23.386000	0.184000	11.249000	0.826000	37.660999	26.552668	266.575836
26.850000	0.204000	12.524000	0.465000	42.698002	23.420300	221.694092
25.311001	0.184000	11.819000	0.487000	39.409000	25.374914	245.214020
18.606001	0.504000	12.638000	1.258000	36.195999	27.627363	322.110199
18.555000	0.209000	12.156000	1.259000	36.484001	27.409275	305.573639
20.849001	0.194000	12.651000	1.276000	36.936001	27.073856	290.022400
22.441000	0.192000	12.647000	0.478000	39.126999	25.557800	272.204224
21.445999	0.363000	10.924000	2.761000	37.514000	26.656715	295.831848
22.360001	0.196000	12.663000	0.859000	37.353001	26.771610	282.508148
23.615000	0.207000	12.792000	0.527000	38.924000	25.691090	263.362061
26.839001	0.161000	12.368000	2.931000	43.601002	22.935253	235.714508
24.540001	0.099000	5.005000	0.398000	30.799999	32.467533	259.773560
36.146000	0.097000	3.695984	0.515000	41.096985	24.332685	174.874390
34.195000	4.874000	4.182000	0.444000	40.445999	24.724325	180.778595
39.960999	0.126000	7.722000	0.990000	50.693001	19.726589	155.344604
30.346001	0.110000	4.579000	0.372000	36.623001	27.305244	204.307861
36.970001	0.363000	8.933000	0.404000	47.807999	20.917002	168.907227
34.797001	1.507000	9.343000	0.488000	48.448002	20.640686	169.270782
29.915001	0.202000	10.415000	0.453000	43.029999	23.239601	205.892471
27.517000	0.824000	11.963000	0.454000	42.551998	23.500660	219.635391
27.954000	0.122000	9.588000	0.742000	40.202999	24.873766	224.783173
29.094999	0.203000	11.328000	0.434000	42.805000	23.361757	214.491211
27.476000	0.220000	11.907000	0.550000	42.234001	23.677605	226.833572
28.018999	0.181000	10.555000	0.457000	41.314999	24.204285	217.750198
29.209999	0.193000	11.570000	0.457000	42.558998	23.496794	215.261795
27.492001	0.196000	12.037000	0.564000	41.960999	23.831654	226.555862
26.749001	0.199000	12.177000	0.505000	41.472000	24.112654	233.527206
25.097000	0.201000	13.395000	0.599000	41.306000	24.209558	242.707199
20.198000	0.140000	8.391000	4.510000	34.630001	28.876696	306.601196
23.646999	0.237000	12.613000	0.466000	38.124001	26.230196	269.533752
26.017000	0.193000	11.600000	1.251000	41.707001	23.976789	231.397125
26.346001	0.577000	12.242000	0.514000	41.419998	24.142927	234.152985
27.117001	0.177000	11.880000	0.446000	41.492001	24.101030	228.240738
28.770000	0.189000	11.265000	0.487000	42.646999	23.448309	214.696152
27.542000	0.203000	11.797000	0.453000	42.146999	23.726482	223.529312
28.419001	0.208000	11.336000	0.522000	42.764000	23.384155	213.211884
28.463989	0.188000	9.468000	0.526000	40.877991	24.463041	214.505707
29.646000	0.186000	11.179000	0.414000	43.070000	23.218018	210.156525
28.471001	0.186000	11.578000	0.492000	42.674999	23.432924	216.797256
27.546000	0.164000	9.533000	0.492000	40.340000	24.789291	225.306412
28.934999	0.197000	11.436000	0.466000	42.389999	23.590469	219.973297
25.976999	0.195000	12.255000	0.523000	41.423000	24.141178	234.677017
26.379000	0.180000	11.376000	0.479000	40.534000	24.670647	229.757751
27.917999	0.191000	11.674000	0.487000	42.382000	23.594923	219.681427
27.388000	0.189000	11.084000	0.455000	41.896999	23.868057	217.614624
27.150999	0.200000	9.949000	0.453000	39.830002	25.106703	224.710922
28.987000	0.204000	11.224000	0.522000	42.551998	23.500660	219.482162
28.135000	0.204000	10.728000	0.509000	41.439999	24.131275	220.181152
29.034000	0.202000	11.749000	0.455000	42.479000	23.541044	219.122879
27.476000	0.515000	12.064000	0.563000	42.259998	23.663040	223.125015
30.046000	0.180000	10.072000	0.462000	42.714001	23.411528	205.892471
30.153000	0.265000	3.708000	0.419000	35.951000	27.815638	204.022964
32.057999	0.164000	9.590000	0.496000	44.567001	22.438126	192.505249
20.856001	0.239000	12.622000	1.312000	39.800999	25.124998	279.297546
19.863001	0.187000	9.663000	1.209000	31.931000	31.317528	320.355225
22.764999	0.219000	12.005000	1.334000	39.409000	25.374914	258.322998
26.474001	0.200000	12.455000	0.458000	41.387001	24.162176	234.039734
27.186001	0.189000	12.043000	0.522000	41.935001	23.846428	226.335800
27.250999	0.215000	10.915000	0.530000	40.888000	24.457052	224.262360
27.473000	0.204000	11.946000	0.447000	42.104000	23.750713	221.514542
26.827026	0.191000	12.129000	0.458000	41.843994	23.898293	223.703995
28.247999	0.182000	11.095000	0.493000	42.426998	23.569897	214.813446
28.014999	0.202000	11.754000	0.436000	42.848999	23.337769	216.305298
26.914000	0.164000	12.086000	0.436000	41.624001	24.024601	226.710983
31.083000	0.163000	9.872000	0.421000	42.977001	23.268259	200.039932
30.927999	0.174000	10.970000	0.439000	43.834000	22.813341	200.831757
28.907000	0.187000	11.490000	0.533000	43.002998	23.254192	211.762253
28.062000	0.162000	11.532000	0.558000	42.443001	23.561010	216.618103
25.599001	0.197000	12.442000	0.443000	40.695999	24.572439	237.377625
19.111000	0.196000	13.608000	0.491000	35.658001	28.044197	308.147949
24.528000	0.196000	13.379000	1.180000	42.206001	23.693314	243.854904
24.615999	0.174000	12.400000	0.450000	39.381001	25.392956	249.869186
27.169001	0.210000	11.397000	0.475000	40.429001	24.734720	230.355026
29.691999	0.210000	10.996000	0.436000	43.459999	23.009665	203.950211
27.495001	0.208000	10.837000	0.537000	44.466000	22.489094	198.099945
27.525000	0.176000	10.714000	0.516000	40.875000	24.464832	223.640564
27.023001	0.189000	12.121000	0.463000	41.473000	24.112074	228.755264
23.813999	0.192000	12.718000	0.607000	39.270000	25.464731	259.398712
20.764000	16.386000	17.795000	0.492000	41.382999	24.164513	295.027222
37.405998	0.211000	7.781000	0.523000	48.751999	20.511980	162.565720
30.492001	0.222000	11.074000	0.466000	43.416000	23.032984	205.831848
28.441999	0.155000	11.458000	0.465000	42.423000	23.572119	216.961746
31.141001	0.175000	10.736000	0.466000	44.750000	22.346369	194.872421
33.275024	0.523000	7.771000	0.465000	49.288025	20.288904	157.882416
30.506001	0.135000	6.982000	0.467000	40.567001	24.650578	198.393555
34.230000	0.180000	9.846000	0.457000	46.511002	21.500290	180.705887
30.198999	0.177000	11.137000	0.529000	43.936001	22.760378	204.733368
28.099001	0.180000	10.633000	0.458000	41.521000	24.084198	218.157913
28.650999	0.199000	11.542000	0.457000	43.000999	23.255274	212.570740
26.584000	0.182000	12.082000	0.419000	41.457001	24.121378	226.311386
27.198999	0.114000	5.691000	0.674000	35.394001	28.253376	227.481506
32.112999	0.237000	11.112000	0.506000	47.616001	21.001343	182.076050
29.302000	0.217000	11.346000	0.513000	43.383999	23.049973	208.085205
28.301001	0.170000	10.881000	0.527000	41.020000	24.378351	226.091782
27.165001	0.358000	11.805000	0.500000	42.335999	23.620560	221.826950
28.264999	0.186000	11.531000	0.456000	42.557999	23.497345	216.961746
26.481001	0.198000	10.875000	0.470000	39.014000	25.631824	236.796875
28.038000	0.194000	10.279000	0.429000	40.652000	24.599035	220.613525
28.399000	0.100000	3.702000	0.505000	34.352001	29.110386	216.498840
37.029999	0.236000	9.392000	0.474000	48.126999	20.778358	170.708344
24.846001	0.176000	11.920000	0.840000	40.048000	24.970036	243.703766
20.521000	0.193000	12.605000	0.546000	36.200001	27.624310	290.397217
20.371000	0.419000	10.859000	0.474000	34.646999	28.862528	290.383850
23.183001	0.186000	12.668000	0.465000	39.240002	25.484200	261.642517
25.773001	0.227000	12.126000	0.471000	42.117001	23.743382	232.586182
26.343000	6.947000	6.563000	0.439000	35.089001	28.498959	234.179123
41.655998	0.200000	8.408000	0.435000	52.245998	19.140223	149.277649
30.716003	0.361000	10.333000	0.412000	43.185974	23.155666	202.865128
27.836000	0.206000	11.829000	0.443000	42.430000	23.568230	217.449158
26.987000	0.176000	11.832000	0.441000	41.551998	24.066231	226.075531
25.795000	0.190000	12.493000	0.440000	40.888000	24.457052	234.668274
25.282000	0.203000	12.507000	0.514000	41.191002	24.277147	234.449661
25.959999	0.185000	10.945000	0.781000	39.519001	25.304283	244.205093
27.412001	0.245000	11.879000	0.844000	42.807999	23.360121	221.304153
26.757000	0.167000	12.214000	0.506000	40.723999	24.555546	234.939926
25.514000	0.193000	12.484000	0.450000	41.048000	24.361723	232.801346
25.256001	0.172000	12.621000	0.404000	40.372002	24.769642	241.969788
26.313999	0.148000	6.160000	0.457000	35.183998	28.422012	228.863449
33.396000	0.211000	11.581000	0.540000	47.622002	20.998697	184.928604
26.809000	0.425000	11.508000	0.446000	40.693001	24.574251	230.312866
27.743000	0.183000	11.861000	0.467000	42.324001	23.627256	220.497528
26.957001	0.182000	11.780000	0.537000	41.598999	24.039040	226.997269
26.812000	0.176000	10.900000	0.540000	40.681000	24.581501	228.555817
28.197001	0.200000	11.525000	0.473000	41.834000	23.904001	223.125015
23.285999	0.190000	12.703000	0.561000	39.723999	25.173698	253.697983
18.520000	0.197000	12.642000	1.154000	36.021000	27.761583	326.710083
24.693001	0.190000	11.500000	0.547000	39.638000	25.228315	256.302429
25.912001	0.184000	12.165000	0.516000	41.169998	24.289532	234.170395
27.007999	0.178000	11.746000	0.465000	41.400002	24.154589	228.009140
27.049000	0.196000	12.162000	0.480000	41.660999	24.003265	230.321289
25.194000	0.199000	12.628000	0.482000	40.582001	24.641466	239.137024
25.483000	0.191000	10.856995	0.766000	40.195007	24.878712	235.926651
24.653999	0.198000	8.273000	0.670000	36.285000	27.559597	242.351944
30.308001	0.180000	9.612000	1.408000	44.188999	22.630066	198.550079
28.600000	0.191000	11.332000	0.460000	42.748001	23.392906	213.864182
26.197001	0.200000	12.516000	0.494000	40.910000	24.443901	235.847046
26.103001	0.180000	12.387000	0.499000	41.305000	24.210144	230.870651
26.929001	0.211000	12.199000	0.509000	41.780998	23.934326	229.005081
27.931000	0.174000	7.942000	0.794000	38.049999	26.281210	228.506012
28.430000	0.198000	12.251000	0.543000	43.005001	23.253109	217.238907
26.497000	0.184000	12.334000	0.468000	41.217999	24.261246	233.492523
25.858999	0.191000	12.450000	0.448000	40.856998	24.475611	237.601730
26.073000	0.464000	12.334000	0.511000	41.109001	24.325573	232.002960
25.754999	4.785000	6.385000	0.413000	37.546001	26.633995	212.434372
38.064999	0.113000	3.698000	0.404000	43.018002	23.246082	166.621368
37.974998	0.147000	7.110000	0.414000	47.432999	21.082369	162.797089
32.140999	0.134000	5.660000	1.588000	41.178001	24.284811	192.806091
33.518002	0.176000	9.162000	0.413000	45.198002	22.124872	182.731812
23.423000	0.181000	12.627000	0.731000	38.876999	25.722151	261.479431
26.294001	0.470000	11.416000	0.388000	40.379002	24.765347	232.611969
28.186001	0.220000	11.794000	0.335000	42.173000	23.711853	219.436234
26.889000	0.182000	11.868000	0.420000	41.143002	24.305470	230.161194
27.327000	0.192000	12.074000	0.526000	42.173000	23.711853	223.927109
28.888000	0.179000	11.568000	0.491000	42.777000	23.377048	215.320724
27.671000	0.189000	11.604000	0.506000	42.125000	23.738873	219.260345
27.099976	0.210000	11.920000	0.464000	42.221008	23.684891	222.085526
27.643000	0.198000	11.911000	0.452000	41.923000	23.853254	222.556747
24.367001	0.201000	12.639000	0.548000	39.724998	25.173065	250.895523
20.051001	0.193000	12.661000	0.532000	35.035999	28.542072	310.107269
24.947001	0.184000	12.575000	0.524000	40.592999	24.634790	244.746613
25.978001	0.212000	12.501000	0.476000	40.393002	24.756763	241.033508
24.983999	0.171000	10.910000	0.487000	38.695999	25.842464	240.177765
28.878000	0.503000	11.887000	0.511000	42.775002	23.378141	216.431808
26.924999	0.168000	11.914000	0.526000	41.751999	23.950949	226.156799
25.466999	0.194000	12.597000	0.534000	41.044998	24.363504	237.198624
27.363001	0.360000	11.724000	0.468000	41.993999	23.812925	222.320801
27.848000	12.208000	11.723000	0.468000	41.193001	24.275969	225.637711
40.354000	0.162000	8.491000	0.481000	51.430000	19.443905	151.780563
30.364000	0.233000	10.460000	0.449000	42.471001	23.545477	207.817139
28.452000	0.195000	11.626000	0.486000	42.740002	23.397285	214.901505
26.972000	0.184000	12.203000	0.482000	41.695999	23.983116	227.753265
25.854000	0.171000	10.857000	0.549000	40.271000	24.831764	234.118118
27.163000	0.204000	11.468000	0.482000	42.245998	23.670881	224.246384
28.737000	0.176000	11.295000	0.542000	42.960999	23.276926	211.719482
27.528000	0.208000	11.146000	0.452000	41.139999	24.307243	222.603973
28.118000	0.213000	11.673000	0.498000	42.405998	23.581570	217.036575
27.427999	0.180000	11.812000	0.516000	41.910999	23.860085	222.667007
27.145000	0.203000	11.139000	0.451000	40.964001	24.411678	224.887619
29.351000	0.194000	11.251000	0.476000	43.410999	23.035637	206.385529
32.280029	0.190000	10.551000	0.545000	45.289978	22.079941	190.384674
28.204000	0.176000	10.679000	0.473000	41.404999	24.151672	216.342499
30.634001	0.212000	10.778000	0.476000	44.591000	22.426050	197.242874
27.375000	0.211000	11.931000	0.484000	42.131001	23.735491	222.698532
26.698999	0.213000	11.937000	0.466000	40.568001	24.649969	234.642014
27.681000	0.182000	11.940000	0.507000	42.233002	23.678165	220.536194
27.997999	0.209000	11.638000	0.461000	42.152000	23.723667	220.760605
30.445999	0.185000	10.238000	0.547000	43.193001	23.151899	201.172104
28.077000	0.280000	11.681000	0.543000	42.662998	23.439516	215.195526
27.087999	0.205000	11.952000	0.479000	41.827000	23.908003	224.046738
27.348000	0.167000	11.616000	0.538000	41.755001	23.949226	222.856293
26.903000	0.193000	12.072000	0.517000	41.917999	23.856100	227.943054
26.802999	0.194000	12.538000	0.483000	41.946999	23.839607	227.843994
26.580999	0.188000	12.003000	0.498000	41.344002	24.187305	230.913025
26.535999	0.717000	12.602000	0.523000	42.076000	23.766518	232.199905
26.757000	0.223000	12.606000	0.469000	42.037998	23.788002	227.876999
26.291000	0.154000	10.907000	0.411000	39.429001	25.362043	231.968735
25.718000	0.136000	5.343000	3.259000	36.049999	27.739252	237.127106
29.170000	0.155000	11.611000	0.486000	43.148998	23.175508	209.848114
23.865000	0.212000	12.591000	1.219000	41.053001	24.358755	248.821686
25.370001	0.177000	11.992000	0.504000	40.180000	24.888004	241.412689
27.195000	0.238000	12.726000	0.473000	42.360001	23.607176	229.673859
25.615999	0.200000	12.652000	0.827000	41.634998	24.018255	238.955383
25.101000	0.202000	9.539978	1.250000	38.679016	25.853811	241.264572
28.304001	0.194000	12.600000	1.255000	44.042999	22.705084	218.635544
24.176001	0.175000	11.950000	0.497000	38.922001	25.692410	250.028061
26.944000	0.204000	12.700000	1.232000	43.902000	22.778006	224.238388
22.278000	0.212000	12.657000	1.292000	38.261002	26.136274	275.662964
19.458000	0.201000	12.618000	2.207000	37.881001	26.398458	314.085999
22.336000	0.168000	11.587000	1.127000	36.883999	27.112028	281.761658
25.100000	0.471000	12.940000	0.550000	40.804001	24.507401	244.271484
26.492001	0.172000	12.121000	0.513000	41.520000	24.084778	230.549179
25.650999	0.202000	12.482000	0.495000	40.839001	24.486397	240.186920
26.180000	0.199000	12.272000	0.464000	40.929001	24.432554	235.027695
25.568001	0.192000	10.864000	0.461000	40.172001	24.892960	228.116608
27.752001	0.188000	11.895000	0.511000	42.141998	23.729298	221.795685
26.490000	0.210000	12.042000	0.535000	41.073002	24.346893	233.267441
23.891001	0.207000	10.845000	0.513000	36.653999	27.282152	261.980286
24.315001	0.198000	13.007000	1.179000	40.337002	24.791134	251.859741
25.329000	0.189000	13.886000	0.620000	41.806999	23.919439	244.708527
23.179001	0.369000	11.586000	0.527000	38.021000	26.301254	255.708679
28.681999	0.223000	12.108000	0.452000	42.845001	23.339945	220.853607
25.768000	0.440000	12.397000	0.590000	41.132999	24.311380	235.054031
26.041000	0.153000	12.021000	0.429000	40.424000	24.737780	234.039734
25.482000	0.185000	12.527000	0.494000	40.757000	24.535662	238.294678
27.389000	0.210000	12.210000	0.599000	41.700001	23.980814	231.652725
26.770000	0.176000	10.746000	0.462000	40.542000	24.665779	225.403275
28.535000	0.203000	11.635000	0.525000	42.694000	23.422495	216.894409
27.862976	0.261000	11.596000	0.630000	42.489014	23.535496	218.924820
25.900999	0.187000	9.561000	0.440000	37.912998	26.376179	234.790878
29.049000	0.336000	12.553000	0.464000	44.317001	22.564703	218.491272
26.173000	0.166000	11.690000	0.546000	40.423000	24.738392	235.926651
25.950001	0.182000	12.187000	0.532000	40.792999	24.514009	236.734512
26.996000	0.196000	11.897000	0.477000	41.676998	23.994051	224.326340
28.604000	0.181000	10.496000	0.481000	41.716999	23.971043	212.678513
26.888000	0.193000	12.122000	0.604000	41.627998	24.022293	229.030075
26.506001	0.181000	12.266000	0.548000	41.548000	24.068546	233.423233
25.024000	0.179000	11.344000	0.546000	39.424999	25.364616	243.392624
27.013000	0.204000	12.277000	0.469000	41.949001	23.838470	228.481125
26.141001	0.170000	11.903000	0.465000	40.598999	24.631149	235.229797
25.047001	0.244000	12.677000	0.557000	40.648998	24.600853	241.895340
25.393000	0.214000	12.474000	0.540000	41.167000	24.291302	236.779053
25.566000	0.236000	12.339000	0.523000	41.257999	24.237724	234.414688
23.937000	0.203000	12.555000	0.468000	40.346001	24.785604	244.708527
25.663000	0.236000	10.910000	0.493000	39.307999	25.440115	236.796875
28.971001	0.186000	11.754000	0.561000	43.191002	23.152971	212.570740
24.167999	0.204000	12.646000	1.302000	40.308998	24.808357	254.005264
19.375999	0.208000	13.373000	0.486000	35.511002	28.160288	312.774384
22.204000	0.445000	9.494000	1.387000	35.171001	28.432514	283.335114
27.632000	0.210000	11.130000	0.487000	42.598999	23.474730	220.242813
29.420000	0.119000	6.969000	0.406000	38.632000	25.885277	208.353958
32.013000	0.125000	7.597000	0.457000	41.320999	24.200769	197.187241
30.242981	0.154000	8.485000	0.509000	42.356995	23.608852	197.230606
29.861000	0.182000	10.294000	0.501000	43.037998	23.235281	204.407440
28.787001	0.218000	11.434000	0.505000	42.994999	23.258518	214.097076
27.403000	0.182000	11.706000	0.533000	41.696999	23.982542	224.166473
24.287001	0.191000	12.385000	0.537000	41.255001	24.239485	234.126831
